Reference:,Baratta et al. (2015),,,,,
DOI:,doi:http://dx.doi.org/10.1016/j.pss.2015.08.011,,,,,
Sample Type:,Ice Tholin,,,,,
Composition:,CH4:CO:N2 (1:1:1),,,,,
Temperature:,300K,,,,,
OCdb page:,https://ocdb.smce.nasa.gov/dataset/3,,,,,
n_ Error Units:,Not Applicable,,,,,
k_ Error Units:,Not Applicable,,,,,
,,,,,,
Wavenumber (cm__),n_,Dn_  (+/-),,Wavenumber (cm__),k_,Dk_  (+/-)
63548.8,1.6961,,,63548.8,0.26004,
63557.2,1.69615,,,63557.2,0.26006,
63565.5,1.6962,,,63565.5,0.26009,
63573.9,1.69625,,,63573.9,0.26011,
63582.2,1.6963,,,63582.2,0.26013,
63590.6,1.69635,,,63590.6,0.26016,
63598.9,1.69639,,,63598.9,0.26018,
63607.3,1.69644,,,63607.3,0.26021,
63615.6,1.69649,,,63615.6,0.26023,
63624,1.69654,,,63624,0.26026,
63632.3,1.69659,,,63632.3,0.26028,
63640.7,1.69664,,,63640.7,0.2603,
63649,1.69668,,,63649,0.26033,
63657.4,1.69673,,,63657.4,0.26035,
63665.7,1.69678,,,63665.7,0.26038,
63674.1,1.69683,,,63674.1,0.2604,
63682.4,1.69688,,,63682.4,0.26042,
63690.8,1.69693,,,63690.8,0.26045,
63699.1,1.69698,,,63699.1,0.26047,
63707.5,1.69703,,,63707.5,0.26049,
63715.8,1.69708,,,63715.8,0.26052,
63724.2,1.69713,,,63724.2,0.26054,
63732.5,1.69718,,,63732.5,0.26056,
63740.9,1.69723,,,63740.9,0.26059,
63749.2,1.69727,,,63749.2,0.26061,
63757.6,1.69732,,,63757.6,0.26064,
63765.9,1.69737,,,63765.9,0.26066,
63774.3,1.69742,,,63774.3,0.26068,
63782.6,1.69747,,,63782.6,0.26071,
63791,1.69752,,,63791,0.26073,
63799.3,1.69757,,,63799.3,0.26076,
63807.7,1.69763,,,63807.7,0.26078,
63816,1.69768,,,63816,0.2608,
63824.4,1.69773,,,63824.4,0.26083,
63832.7,1.69778,,,63832.7,0.26085,
63841.1,1.69783,,,63841.1,0.26087,
63849.4,1.69788,,,63849.4,0.2609,
63857.8,1.69793,,,63857.8,0.26092,
63866.1,1.69798,,,63866.1,0.26095,
63874.5,1.69803,,,63874.5,0.26097,
63882.8,1.69808,,,63882.8,0.26099,
63891.2,1.69813,,,63891.2,0.26102,
63899.5,1.69818,,,63899.5,0.26104,
63907.9,1.69823,,,63907.9,0.26107,
63916.2,1.69828,,,63916.2,0.26109,
63924.6,1.69834,,,63924.6,0.26112,
63932.9,1.69839,,,63932.9,0.26114,
63941.3,1.69844,,,63941.3,0.26116,
63949.6,1.69849,,,63949.6,0.26119,
63958,1.69854,,,63958,0.26121,
63966.3,1.69859,,,63966.3,0.26124,
63974.7,1.69864,,,63974.7,0.26126,
63983,1.69869,,,63983,0.26129,
63991.4,1.69874,,,63991.4,0.26131,
63999.7,1.69879,,,63999.7,0.26133,
64008.1,1.69884,,,64008.1,0.26136,
64016.5,1.6989,,,64016.5,0.26138,
64024.8,1.69895,,,64024.8,0.26141,
64033.2,1.699,,,64033.2,0.26143,
64041.5,1.69905,,,64041.5,0.26145,
64049.9,1.6991,,,64049.9,0.26148,
64058.2,1.69915,,,64058.2,0.2615,
64066.6,1.69921,,,64066.6,0.26152,
64074.9,1.69926,,,64074.9,0.26155,
64083.3,1.69931,,,64083.3,0.26157,
64091.6,1.69936,,,64091.6,0.26159,
64100,1.69942,,,64100,0.26162,
64108.3,1.69947,,,64108.3,0.26164,
64116.7,1.69952,,,64116.7,0.26166,
64125,1.69957,,,64125,0.26169,
64133.4,1.69963,,,64133.4,0.26171,
64141.7,1.69968,,,64141.7,0.26174,
64150.1,1.69973,,,64150.1,0.26176,
64158.4,1.69979,,,64158.4,0.26178,
64166.8,1.69984,,,64166.8,0.26181,
64175.1,1.69989,,,64175.1,0.26183,
64183.5,1.69994,,,64183.5,0.26185,
64191.8,1.7,,,64191.8,0.26188,
64200.2,1.70005,,,64200.2,0.2619,
64208.5,1.7001,,,64208.5,0.26192,
64216.9,1.70016,,,64216.9,0.26195,
64225.2,1.70021,,,64225.2,0.26197,
64233.6,1.70026,,,64233.6,0.26199,
64241.9,1.70032,,,64241.9,0.26202,
64250.3,1.70037,,,64250.3,0.26204,
64258.6,1.70043,,,64258.6,0.26206,
64267,1.70048,,,64267,0.26209,
64275.3,1.70054,,,64275.3,0.26211,
64283.7,1.70059,,,64283.7,0.26213,
64292,1.70065,,,64292,0.26216,
64300.4,1.7007,,,64300.4,0.26218,
64308.7,1.70076,,,64308.7,0.26221,
64317.1,1.70081,,,64317.1,0.26223,
64325.4,1.70087,,,64325.4,0.26226,
64333.8,1.70092,,,64333.8,0.26228,
64342.1,1.70097,,,64342.1,0.26231,
64350.5,1.70103,,,64350.5,0.26233,
64358.8,1.70108,,,64358.8,0.26235,
64367.2,1.70114,,,64367.2,0.26238,
64375.5,1.70119,,,64375.5,0.2624,
64383.9,1.70125,,,64383.9,0.26242,
64392.2,1.7013,,,64392.2,0.26245,
64400.6,1.70136,,,64400.6,0.26247,
64408.9,1.70141,,,64408.9,0.26249,
64417.3,1.70147,,,64417.3,0.26252,
64425.6,1.70152,,,64425.6,0.26254,
64434,1.70158,,,64434,0.26256,
64442.3,1.70164,,,64442.3,0.26259,
64450.7,1.70169,,,64450.7,0.26261,
64459,1.70175,,,64459,0.26263,
64467.4,1.70181,,,64467.4,0.26266,
64475.7,1.70186,,,64475.7,0.26268,
64484.1,1.70192,,,64484.1,0.2627,
64492.4,1.70198,,,64492.4,0.26273,
64500.8,1.70203,,,64500.8,0.26275,
64509.2,1.70209,,,64509.2,0.26277,
64517.5,1.70215,,,64517.5,0.2628,
64525.9,1.7022,,,64525.9,0.26282,
64534.2,1.70226,,,64534.2,0.26285,
64542.6,1.70232,,,64542.6,0.26287,
64550.9,1.70238,,,64550.9,0.26289,
64559.3,1.70243,,,64559.3,0.26292,
64567.6,1.70249,,,64567.6,0.26294,
64576,1.70255,,,64576,0.26297,
64584.3,1.70261,,,64584.3,0.26299,
64592.7,1.70266,,,64592.7,0.26302,
64601,1.70272,,,64601,0.26304,
64609.4,1.70278,,,64609.4,0.26306,
64617.7,1.70283,,,64617.7,0.26309,
64626.1,1.70289,,,64626.1,0.26311,
64634.4,1.70295,,,64634.4,0.26313,
64642.8,1.70301,,,64642.8,0.26316,
64651.1,1.70307,,,64651.1,0.26318,
64659.5,1.70313,,,64659.5,0.2632,
64667.8,1.70318,,,64667.8,0.26322,
64676.2,1.70324,,,64676.2,0.26325,
64684.5,1.7033,,,64684.5,0.26327,
64692.9,1.70336,,,64692.9,0.26329,
64701.2,1.70342,,,64701.2,0.26332,
64709.6,1.70348,,,64709.6,0.26334,
64717.9,1.70354,,,64717.9,0.26336,
64726.3,1.7036,,,64726.3,0.26339,
64734.6,1.70366,,,64734.6,0.26341,
64743,1.70373,,,64743,0.26343,
64751.3,1.70379,,,64751.3,0.26346,
64759.7,1.70385,,,64759.7,0.26348,
64768,1.70391,,,64768,0.26351,
64776.4,1.70397,,,64776.4,0.26353,
64784.7,1.70403,,,64784.7,0.26355,
64793.1,1.70409,,,64793.1,0.26358,
64801.4,1.70415,,,64801.4,0.2636,
64809.8,1.70421,,,64809.8,0.26362,
64818.1,1.70428,,,64818.1,0.26365,
64826.5,1.70434,,,64826.5,0.26367,
64834.8,1.7044,,,64834.8,0.26369,
64843.2,1.70446,,,64843.2,0.26371,
64851.5,1.70453,,,64851.5,0.26374,
64859.9,1.70459,,,64859.9,0.26376,
64868.2,1.70466,,,64868.2,0.26378,
64876.6,1.70472,,,64876.6,0.26381,
64884.9,1.70479,,,64884.9,0.26383,
64893.3,1.70486,,,64893.3,0.26386,
64901.6,1.70492,,,64901.6,0.26389,
64910,1.70499,,,64910,0.26392,
64918.3,1.70505,,,64918.3,0.26394,
64926.7,1.70511,,,64926.7,0.26397,
64935,1.70518,,,64935,0.264,
64943.4,1.70524,,,64943.4,0.26402,
64951.7,1.70531,,,64951.7,0.26405,
64960.1,1.70537,,,64960.1,0.26408,
64968.4,1.70543,,,64968.4,0.26411,
64976.8,1.7055,,,64976.8,0.26413,
64985.1,1.70556,,,64985.1,0.26416,
64993.5,1.70562,,,64993.5,0.26419,
65001.9,1.70569,,,65001.9,0.26421,
65010.2,1.70575,,,65010.2,0.26424,
65018.6,1.70582,,,65018.6,0.26427,
65026.9,1.70588,,,65026.9,0.2643,
65035.3,1.70594,,,65035.3,0.26432,
65043.6,1.706,,,65043.6,0.26435,
65052,1.70607,,,65052,0.26438,
65060.3,1.70613,,,65060.3,0.2644,
65068.7,1.70619,,,65068.7,0.26443,
65077,1.70626,,,65077,0.26445,
65085.4,1.70632,,,65085.4,0.26447,
65093.7,1.70639,,,65093.7,0.2645,
65102.1,1.70645,,,65102.1,0.26452,
65110.4,1.70652,,,65110.4,0.26454,
65118.8,1.70658,,,65118.8,0.26457,
65127.1,1.70665,,,65127.1,0.26459,
65135.5,1.70672,,,65135.5,0.26461,
65143.8,1.70679,,,65143.8,0.26464,
65152.2,1.70686,,,65152.2,0.26466,
65160.5,1.70692,,,65160.5,0.26469,
65168.9,1.70699,,,65168.9,0.26471,
65177.2,1.70706,,,65177.2,0.26474,
65185.6,1.70713,,,65185.6,0.26476,
65193.9,1.70721,,,65193.9,0.26478,
65202.3,1.70728,,,65202.3,0.26481,
65210.6,1.70735,,,65210.6,0.26483,
65219,1.70742,,,65219,0.26485,
65227.3,1.7075,,,65227.3,0.26488,
65235.7,1.70758,,,65235.7,0.26491,
65244,1.70766,,,65244,0.26494,
65252.4,1.70773,,,65252.4,0.26497,
65260.7,1.70781,,,65260.7,0.265,
65269.1,1.70788,,,65269.1,0.26503,
65277.4,1.70795,,,65277.4,0.26506,
65285.8,1.70803,,,65285.8,0.26509,
65294.1,1.70811,,,65294.1,0.26512,
65302.5,1.70818,,,65302.5,0.26515,
65310.8,1.70826,,,65310.8,0.26518,
65319.2,1.70835,,,65319.2,0.26522,
65327.5,1.70843,,,65327.5,0.26526,
65335.9,1.7085,,,65335.9,0.2653,
65344.2,1.70858,,,65344.2,0.26534,
65352.6,1.70865,,,65352.6,0.26538,
65360.9,1.70872,,,65360.9,0.26542,
65369.3,1.70879,,,65369.3,0.26546,
65377.6,1.70886,,,65377.6,0.2655,
65386,1.70893,,,65386,0.26555,
65394.3,1.709,,,65394.3,0.26559,
65402.7,1.70906,,,65402.7,0.26563,
65411,1.70912,,,65411,0.26566,
65419.4,1.70918,,,65419.4,0.26569,
65427.7,1.70925,,,65427.7,0.26571,
65436.1,1.70932,,,65436.1,0.26574,
65444.4,1.7094,,,65444.4,0.26577,
65452.8,1.70947,,,65452.8,0.2658,
65461.1,1.70955,,,65461.1,0.26582,
65469.5,1.70962,,,65469.5,0.26585,
65477.8,1.70971,,,65477.8,0.26588,
65486.2,1.7098,,,65486.2,0.2659,
65494.5,1.7099,,,65494.5,0.26594,
65502.9,1.70999,,,65502.9,0.26599,
65511.3,1.71007,,,65511.3,0.26604,
65519.6,1.71015,,,65519.6,0.2661,
65528,1.71023,,,65528,0.26615,
65536.3,1.71031,,,65536.3,0.2662,
65544.7,1.71039,,,65544.7,0.26625,
65553,1.71046,,,65553,0.2663,
65561.4,1.71054,,,65561.4,0.26636,
65569.7,1.71061,,,65569.7,0.26641,
65578.1,1.71068,,,65578.1,0.26646,
65586.4,1.71075,,,65586.4,0.26651,
65594.8,1.71082,,,65594.8,0.26657,
65603.1,1.71089,,,65603.1,0.26662,
65611.5,1.71096,,,65611.5,0.26667,
65619.8,1.71103,,,65619.8,0.26673,
65628.2,1.7111,,,65628.2,0.26678,
65636.5,1.71116,,,65636.5,0.26683,
65644.9,1.71123,,,65644.9,0.26689,
65653.2,1.71129,,,65653.2,0.26694,
65661.6,1.71135,,,65661.6,0.267,
65669.9,1.71141,,,65669.9,0.26705,
65678.3,1.71147,,,65678.3,0.2671,
65686.6,1.71153,,,65686.6,0.26715,
65695,1.71159,,,65695,0.26721,
65703.3,1.71165,,,65703.3,0.26726,
65711.7,1.71171,,,65711.7,0.26731,
65720,1.71177,,,65720,0.26736,
65728.4,1.71183,,,65728.4,0.26741,
65736.7,1.71189,,,65736.7,0.26747,
65745.1,1.71194,,,65745.1,0.26752,
65753.4,1.71199,,,65753.4,0.26757,
65761.8,1.71205,,,65761.8,0.26762,
65770.1,1.7121,,,65770.1,0.26766,
65778.5,1.71215,,,65778.5,0.26771,
65786.8,1.71221,,,65786.8,0.26776,
65795.2,1.71226,,,65795.2,0.26781,
65803.5,1.71232,,,65803.5,0.26785,
65811.9,1.71237,,,65811.9,0.2679,
65820.2,1.71242,,,65820.2,0.26795,
65828.6,1.71248,,,65828.6,0.268,
65836.9,1.71253,,,65836.9,0.26804,
65845.3,1.71257,,,65845.3,0.26809,
65853.6,1.71262,,,65853.6,0.26813,
65862,1.71267,,,65862,0.26818,
65870.3,1.71272,,,65870.3,0.26822,
65878.7,1.71277,,,65878.7,0.26827,
65887,1.71282,,,65887,0.26831,
65895.4,1.71287,,,65895.4,0.26836,
65903.7,1.71292,,,65903.7,0.2684,
65912.1,1.71296,,,65912.1,0.26845,
65920.4,1.713,,,65920.4,0.26849,
65928.8,1.71304,,,65928.8,0.26854,
65937.1,1.71307,,,65937.1,0.26857,
65945.5,1.71311,,,65945.5,0.26859,
65953.8,1.71315,,,65953.8,0.26862,
65962.2,1.7132,,,65962.2,0.26865,
65970.5,1.71324,,,65970.5,0.26867,
65978.9,1.71329,,,65978.9,0.2687,
65987.2,1.71334,,,65987.2,0.26873,
65995.6,1.71339,,,65995.6,0.26875,
66004,1.71344,,,66004,0.26878,
66012.3,1.71349,,,66012.3,0.2688,
66020.7,1.71354,,,66020.7,0.26883,
66029,1.7136,,,66029,0.26885,
66037.4,1.71365,,,66037.4,0.26888,
66045.7,1.7137,,,66045.7,0.2689,
66054.1,1.71376,,,66054.1,0.26893,
66062.4,1.71381,,,66062.4,0.26895,
66070.8,1.71387,,,66070.8,0.26897,
66079.1,1.71392,,,66079.1,0.269,
66087.5,1.71398,,,66087.5,0.26902,
66095.8,1.71404,,,66095.8,0.26904,
66104.2,1.71409,,,66104.2,0.26907,
66112.5,1.71415,,,66112.5,0.26909,
66120.9,1.7142,,,66120.9,0.26911,
66129.2,1.71426,,,66129.2,0.26913,
66137.6,1.71432,,,66137.6,0.26915,
66145.9,1.71438,,,66145.9,0.26917,
66154.3,1.71444,,,66154.3,0.26919,
66162.6,1.71451,,,66162.6,0.26921,
66171,1.71457,,,66171,0.26923,
66179.3,1.71463,,,66179.3,0.26925,
66187.7,1.71469,,,66187.7,0.26927,
66196,1.71476,,,66196,0.26929,
66204.4,1.71482,,,66204.4,0.26931,
66212.7,1.71489,,,66212.7,0.26933,
66221.1,1.71495,,,66221.1,0.26935,
66229.4,1.71502,,,66229.4,0.26936,
66237.8,1.71509,,,66237.8,0.26938,
66246.1,1.71516,,,66246.1,0.2694,
66254.5,1.71523,,,66254.5,0.26942,
66262.8,1.71531,,,66262.8,0.26943,
66271.2,1.71538,,,66271.2,0.26945,
66279.5,1.71546,,,66279.5,0.26947,
66287.9,1.71555,,,66287.9,0.26949,
66296.2,1.71562,,,66296.2,0.26952,
66304.6,1.7157,,,66304.6,0.26955,
66312.9,1.71578,,,66312.9,0.26958,
66321.3,1.71585,,,66321.3,0.26961,
66329.6,1.71593,,,66329.6,0.26964,
66338,1.71601,,,66338,0.26967,
66346.3,1.71608,,,66346.3,0.2697,
66354.7,1.71616,,,66354.7,0.26972,
66363,1.71623,,,66363,0.26975,
66371.4,1.71631,,,66371.4,0.26978,
66379.7,1.71639,,,66379.7,0.26981,
66388.1,1.71646,,,66388.1,0.26984,
66396.4,1.71654,,,66396.4,0.26987,
66404.8,1.71662,,,66404.8,0.2699,
66413.1,1.71669,,,66413.1,0.26993,
66421.5,1.71677,,,66421.5,0.26996,
66429.8,1.71685,,,66429.8,0.26999,
66438.2,1.71693,,,66438.2,0.27002,
66446.5,1.71701,,,66446.5,0.27005,
66454.9,1.7171,,,66454.9,0.27008,
66463.2,1.71719,,,66463.2,0.27012,
66471.6,1.71727,,,66471.6,0.27017,
66479.9,1.71735,,,66479.9,0.27021,
66488.3,1.71743,,,66488.3,0.27025,
66496.6,1.71751,,,66496.6,0.2703,
66505,1.71758,,,66505,0.27034,
66513.4,1.71766,,,66513.4,0.27039,
66521.7,1.71773,,,66521.7,0.27043,
66530.1,1.7178,,,66530.1,0.27048,
66538.4,1.71788,,,66538.4,0.27053,
66546.8,1.71794,,,66546.8,0.27057,
66555.1,1.71801,,,66555.1,0.27061,
66563.5,1.71808,,,66563.5,0.27066,
66571.8,1.71815,,,66571.8,0.2707,
66580.2,1.71821,,,66580.2,0.27074,
66588.5,1.71828,,,66588.5,0.27079,
66596.9,1.71835,,,66596.9,0.27083,
66605.2,1.71841,,,66605.2,0.27087,
66613.6,1.71847,,,66613.6,0.27092,
66621.9,1.71853,,,66621.9,0.27096,
66630.3,1.71858,,,66630.3,0.27101,
66638.6,1.71862,,,66638.6,0.27104,
66647,1.71867,,,66647,0.27106,
66655.3,1.71873,,,66655.3,0.27108,
66663.7,1.71879,,,66663.7,0.27109,
66672,1.71886,,,66672,0.27111,
66680.4,1.71892,,,66680.4,0.27113,
66688.7,1.71899,,,66688.7,0.27115,
66697.1,1.71907,,,66697.1,0.27117,
66705.4,1.71914,,,66705.4,0.27118,
66713.8,1.71923,,,66713.8,0.2712,
66722.1,1.71932,,,66722.1,0.27122,
66730.5,1.71941,,,66730.5,0.27126,
66738.8,1.7195,,,66738.8,0.2713,
66747.2,1.71958,,,66747.2,0.27134,
66755.5,1.71965,,,66755.5,0.27138,
66763.9,1.71973,,,66763.9,0.27142,
66772.2,1.71981,,,66772.2,0.27146,
66780.6,1.71988,,,66780.6,0.2715,
66788.9,1.71995,,,66788.9,0.27154,
66797.3,1.72002,,,66797.3,0.27159,
66805.6,1.72008,,,66805.6,0.27163,
66814,1.72013,,,66814,0.27166,
66822.3,1.7202,,,66822.3,0.27169,
66830.7,1.72026,,,66830.7,0.27171,
66839,1.72033,,,66839,0.27174,
66847.4,1.7204,,,66847.4,0.27176,
66855.7,1.72047,,,66855.7,0.27179,
66864.1,1.72055,,,66864.1,0.27181,
66872.4,1.72062,,,66872.4,0.27183,
66880.8,1.7207,,,66880.8,0.27186,
66889.1,1.72078,,,66889.1,0.27188,
66897.5,1.72086,,,66897.5,0.27191,
66905.8,1.72094,,,66905.8,0.27194,
66914.2,1.72102,,,66914.2,0.27197,
66922.5,1.7211,,,66922.5,0.272,
66930.9,1.72118,,,66930.9,0.27204,
66939.2,1.72126,,,66939.2,0.27207,
66947.6,1.72134,,,66947.6,0.2721,
66955.9,1.72141,,,66955.9,0.27214,
66964.3,1.72149,,,66964.3,0.27217,
66972.6,1.72157,,,66972.6,0.2722,
66981,1.72164,,,66981,0.27224,
66989.3,1.72171,,,66989.3,0.27227,
66997.7,1.72179,,,66997.7,0.27229,
67006.1,1.72186,,,67006.1,0.27232,
67014.4,1.72194,,,67014.4,0.27235,
67022.8,1.72201,,,67022.8,0.27237,
67031.1,1.72209,,,67031.1,0.2724,
67039.5,1.72217,,,67039.5,0.27243,
67047.8,1.72225,,,67047.8,0.27246,
67056.2,1.72233,,,67056.2,0.27248,
67064.5,1.72241,,,67064.5,0.27251,
67072.9,1.72249,,,67072.9,0.27254,
67081.2,1.72257,,,67081.2,0.27256,
67089.6,1.72265,,,67089.6,0.27259,
67097.9,1.72273,,,67097.9,0.27261,
67106.3,1.72282,,,67106.3,0.27264,
67114.6,1.7229,,,67114.6,0.27266,
67123,1.72299,,,67123,0.27268,
67131.3,1.72308,,,67131.3,0.27271,
67139.7,1.72316,,,67139.7,0.27273,
67148,1.72326,,,67148,0.27276,
67156.4,1.72335,,,67156.4,0.27278,
67164.7,1.72345,,,67164.7,0.27281,
67173.1,1.72355,,,67173.1,0.27285,
67181.4,1.72364,,,67181.4,0.27289,
67189.8,1.72373,,,67189.8,0.27292,
67198.1,1.72382,,,67198.1,0.27296,
67206.5,1.72391,,,67206.5,0.273,
67214.8,1.724,,,67214.8,0.27304,
67223.2,1.72409,,,67223.2,0.27308,
67231.5,1.72417,,,67231.5,0.27312,
67239.9,1.72425,,,67239.9,0.27316,
67248.2,1.72433,,,67248.2,0.2732,
67256.6,1.72441,,,67256.6,0.27323,
67264.9,1.72449,,,67264.9,0.27326,
67273.3,1.72457,,,67273.3,0.27329,
67281.6,1.72466,,,67281.6,0.27331,
67290,1.72475,,,67290,0.27334,
67298.3,1.72484,,,67298.3,0.27337,
67306.7,1.72493,,,67306.7,0.27339,
67315,1.72502,,,67315,0.27342,
67323.4,1.72512,,,67323.4,0.27344,
67331.7,1.72522,,,67331.7,0.27347,
67340.1,1.72533,,,67340.1,0.2735,
67348.4,1.72543,,,67348.4,0.27354,
67356.8,1.72553,,,67356.8,0.27358,
67365.1,1.72563,,,67365.1,0.27362,
67373.5,1.72573,,,67373.5,0.27367,
67381.8,1.72583,,,67381.8,0.27371,
67390.2,1.72592,,,67390.2,0.27375,
67398.5,1.72602,,,67398.5,0.27379,
67406.9,1.72611,,,67406.9,0.27384,
67415.2,1.72621,,,67415.2,0.27388,
67423.6,1.7263,,,67423.6,0.27392,
67431.9,1.7264,,,67431.9,0.27397,
67440.3,1.72649,,,67440.3,0.27401,
67448.6,1.72659,,,67448.6,0.27406,
67457,1.72668,,,67457,0.27411,
67465.3,1.72677,,,67465.3,0.27415,
67473.7,1.72686,,,67473.7,0.2742,
67482,1.72695,,,67482,0.27425,
67490.4,1.72704,,,67490.4,0.2743,
67498.7,1.72713,,,67498.7,0.27434,
67507.1,1.72721,,,67507.1,0.27439,
67515.5,1.72729,,,67515.5,0.27444,
67523.8,1.72737,,,67523.8,0.27447,
67532.2,1.72746,,,67532.2,0.27451,
67540.5,1.72755,,,67540.5,0.27455,
67548.9,1.72764,,,67548.9,0.27458,
67557.2,1.72773,,,67557.2,0.27462,
67565.6,1.72782,,,67565.6,0.27465,
67573.9,1.72791,,,67573.9,0.27469,
67582.3,1.72801,,,67582.3,0.27473,
67590.6,1.7281,,,67590.6,0.27476,
67599,1.7282,,,67599,0.2748,
67607.3,1.72831,,,67607.3,0.27484,
67615.7,1.72841,,,67615.7,0.27489,
67624,1.72851,,,67624,0.27493,
67632.4,1.7286,,,67632.4,0.27498,
67640.7,1.7287,,,67640.7,0.27503,
67649.1,1.72879,,,67649.1,0.27507,
67657.4,1.72889,,,67657.4,0.27512,
67665.8,1.72898,,,67665.8,0.27517,
67674.1,1.72907,,,67674.1,0.27521,
67682.5,1.72917,,,67682.5,0.27526,
67690.8,1.72925,,,67690.8,0.27531,
67699.2,1.72934,,,67699.2,0.27535,
67707.5,1.72944,,,67707.5,0.27539,
67715.9,1.72953,,,67715.9,0.27543,
67724.2,1.72962,,,67724.2,0.27547,
67732.6,1.72972,,,67732.6,0.27551,
67740.9,1.72981,,,67740.9,0.27555,
67749.3,1.72991,,,67749.3,0.27559,
67757.6,1.73001,,,67757.6,0.27564,
67766,1.7301,,,67766,0.27568,
67774.3,1.73021,,,67774.3,0.27571,
67782.7,1.73031,,,67782.7,0.27576,
67791,1.73042,,,67791,0.27581,
67799.4,1.73052,,,67799.4,0.27586,
67807.7,1.73061,,,67807.7,0.27592,
67816.1,1.73071,,,67816.1,0.27597,
67824.4,1.7308,,,67824.4,0.27602,
67832.8,1.7309,,,67832.8,0.27607,
67841.1,1.73099,,,67841.1,0.27612,
67849.5,1.73108,,,67849.5,0.27618,
67857.8,1.73116,,,67857.8,0.27623,
67866.2,1.73123,,,67866.2,0.27628,
67874.5,1.73131,,,67874.5,0.27631,
67882.9,1.7314,,,67882.9,0.27633,
67891.2,1.73149,,,67891.2,0.27636,
67899.6,1.73159,,,67899.6,0.27638,
67907.9,1.73168,,,67907.9,0.27641,
67916.3,1.73179,,,67916.3,0.27643,
67924.6,1.73189,,,67924.6,0.27646,
67933,1.732,,,67933,0.27648,
67941.3,1.73212,,,67941.3,0.2765,
67949.7,1.73225,,,67949.7,0.27652,
67958,1.73239,,,67958,0.27656,
67966.4,1.73252,,,67966.4,0.27662,
67974.7,1.73265,,,67974.7,0.27667,
67983.1,1.73277,,,67983.1,0.27673,
67991.4,1.73289,,,67991.4,0.27678,
67999.8,1.73301,,,67999.8,0.27684,
68008.2,1.73313,,,68008.2,0.27689,
68016.5,1.73325,,,68016.5,0.27695,
68024.9,1.73336,,,68024.9,0.277,
68033.2,1.73348,,,68033.2,0.27706,
68041.6,1.73361,,,68041.6,0.27711,
68049.9,1.73374,,,68049.9,0.27718,
68058.3,1.73386,,,68058.3,0.27725,
68066.6,1.73397,,,68066.6,0.27733,
68075,1.73409,,,68075,0.2774,
68083.3,1.7342,,,68083.3,0.27747,
68091.7,1.73431,,,68091.7,0.27754,
68100,1.73442,,,68100,0.27762,
68108.4,1.73453,,,68108.4,0.27769,
68116.7,1.73464,,,68116.7,0.27776,
68125.1,1.73474,,,68125.1,0.27783,
68133.4,1.73484,,,68133.4,0.27791,
68141.8,1.73495,,,68141.8,0.27798,
68150.1,1.73505,,,68150.1,0.27804,
68158.5,1.73515,,,68158.5,0.27811,
68166.8,1.73526,,,68166.8,0.27818,
68175.2,1.73536,,,68175.2,0.27825,
68183.5,1.73546,,,68183.5,0.27832,
68191.9,1.73557,,,68191.9,0.27839,
68200.2,1.73567,,,68200.2,0.27846,
68208.6,1.73577,,,68208.6,0.27853,
68216.9,1.73588,,,68216.9,0.2786,
68225.3,1.73598,,,68225.3,0.27868,
68233.6,1.73608,,,68233.6,0.27875,
68242,1.73619,,,68242,0.27883,
68250.3,1.73629,,,68250.3,0.2789,
68258.7,1.73639,,,68258.7,0.27898,
68267,1.73648,,,68267,0.27905,
68275.4,1.73658,,,68275.4,0.27913,
68283.7,1.73668,,,68283.7,0.2792,
68292.1,1.73677,,,68292.1,0.27928,
68300.4,1.73687,,,68300.4,0.27936,
68308.8,1.73696,,,68308.8,0.27943,
68317.1,1.73705,,,68317.1,0.2795,
68325.5,1.73714,,,68325.5,0.27958,
68333.8,1.73723,,,68333.8,0.27965,
68342.2,1.73732,,,68342.2,0.27972,
68350.5,1.73742,,,68350.5,0.27979,
68358.9,1.73751,,,68358.9,0.27986,
68367.2,1.7376,,,68367.2,0.27993,
68375.6,1.73769,,,68375.6,0.28,
68383.9,1.73778,,,68383.9,0.28008,
68392.3,1.73787,,,68392.3,0.28015,
68400.6,1.73795,,,68400.6,0.28021,
68409,1.73804,,,68409,0.28028,
68417.3,1.73813,,,68417.3,0.28034,
68425.7,1.73822,,,68425.7,0.2804,
68434,1.73831,,,68434,0.28047,
68442.4,1.7384,,,68442.4,0.28053,
68450.7,1.7385,,,68450.7,0.28059,
68459.1,1.73859,,,68459.1,0.28065,
68467.4,1.73869,,,68467.4,0.28071,
68475.8,1.73879,,,68475.8,0.28078,
68484.1,1.7389,,,68484.1,0.28084,
68492.5,1.739,,,68492.5,0.28092,
68500.9,1.73909,,,68500.9,0.28099,
68509.2,1.73919,,,68509.2,0.28107,
68517.6,1.73929,,,68517.6,0.28114,
68525.9,1.73938,,,68525.9,0.28122,
68534.3,1.73947,,,68534.3,0.28129,
68542.6,1.73956,,,68542.6,0.28137,
68551,1.73965,,,68551,0.28144,
68559.3,1.73973,,,68559.3,0.28152,
68567.7,1.73981,,,68567.7,0.2816,
68576,1.73988,,,68576,0.28166,
68584.4,1.73996,,,68584.4,0.28171,
68592.7,1.74004,,,68592.7,0.28177,
68601.1,1.74013,,,68601.1,0.28183,
68609.4,1.74022,,,68609.4,0.28189,
68617.8,1.7403,,,68617.8,0.28194,
68626.1,1.74039,,,68626.1,0.282,
